SMILES,ID,target_class,MW,XLogP
CN1CCC=C(C1)c2ncns2,64161,gpcr,181.26,1.91
CCCCCN(CCCCC)C(=O)[C@H]1CCN([C@@H](C1)C(=O)NCCN(C)Cc2ccccc2OC)C(=O)N(c3ccccc3)c4ccccc4,358173,gpcr,683.92,8.68
c1cc(cc(c1)I)C(=O)c2c3c(sc2N)CCCCC3,338671,gpcr,397.27,5.66
CC(C)N1CCCN(CC1)C(=O)c2ccc(cn2)Oc3ccc(c(c3)Cl)Cl,1172074,gpcr,408.32,4.14
CCC1(c2cc(ccc2NC1=O)Cl)CCCCN3CCN(CC3)c4cccc(c4)Cl,411919,gpcr,446.41,6.04
c1cc(c2c(c1Cl)OCC(O2)C3=NCCN3)Cl,166534,gpcr,273.12,1.76
c1ccc2c(c1)CC(N(C2)S(=O)(=O)c3cccs3)C(=O)N4CCCCC4,1533869,gpcr,390.52,3.81
Cc1c(ocn1)c2nnc(n2C)SCCCN3CCc4c(n5cc(ccc5n4)C(F)(F)F)CC3,271511,gpcr,491.53,5.63
CCCSc1nc(c2c(n1)n(nn2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)C(=O)N)N[C@@H]4C[C@H]4c5ccccc5,266922,gpcr,469.56,1.27
c1cc2c(cc1Br)c(c[nH]2)C3=CCNCC3,27592,gpcr,277.16,3.8
CCCCN[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)NCC(=O)N,309869,gpcr,770.96,3.75
CC1CCN(CC1)Cc2cccc(c2)c3[nH]cc(n3)c4cccc(c4Cl)Cl,1644690,gpcr,400.34,6.99
CC(Cc1c[nH]c2c1cccc2)(C(=O)NCCc3ccccc3)NC(=O)OC45CC6CC(C4)CC(C6)C5,40352,gpcr,499.64,6.26
Cc1ccc(cc1)n2c(nnn2)SCC(=O)N3c4ccccc4NC(=O)C3(C)C,1506998,gpcr,408.48,3.36
CCC(C)c1ccc(cc1)NC(=O)c2c(ccs2)S(=O)(=O)Nc3c(c(no3)C)Br,295697,gpcr,498.41,4.45
c1ccc2c(c1)CCCN2C(=O)c3cccs3,1569789,gpcr,243.32,3.75
COc1cc(ccc1Cn2ccc3c2cc(cc3)NC(=O)CCC#C)C(=O)O,50447,gpcr,376.41,4.34
Cc1nc2ccccc2n1C3C[C@H]4CC[C@H](C3)N4CCC5(CCN(CC5)C(=O)OC(C)(C)C)c6ccccc6,503915,gpcr,528.73,8.79
c1ccc(cc1)CN2CCC(CC2)NC(=O)Nc3ccccc3,91621,gpcr,309.41,3.11
CN(C)C(=O)Cn1c(=O)c2cc(ccc2nc1c3cccc(c3)Cl)OCCCN4CCOCC4,1684564,gpcr,484.98,2.74
C[C@@H]1C(=O)N[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)Cc2ccc3ccccc3c2)Cc4ccc(cc4)O,384429,gpcr,644.72,0.96
C/C(=N\OC)/c1ccc(cc1)OCCCc2c[nH]cn2.C(=C\C(=O)O)\C(=O)O,112753,gpcr,389.4,2.32
CCCCCC(=O)c1ccc(cc1)OCCCN2CCN(CC2)C(=O)[C@@H](CC(C)C)N,62741,gpcr,431.61,4.28
CC(C(=O)NCCCN1CCC2(CCc3c2cccc3)CC1)Oc4ccccc4,383489,gpcr,392.53,5.1
CCCCCn1c2ccccc2n(c1=N)CC(COc3ccccc3OC)O.Cl,1398721,gpcr,419.94,4.75
c1ccc(cc1)C2CCN(CC2)CCOC(=O)C3(CCCC3)c4ccc(cc4)I.Cl,554628,gpcr,539.88,8.27
CCc1c(nc(s1)CCc2cc(cc(n2)NCc3cc(cc(c3)Cl)NC(=O)OC(C)C)OC4CCC4)C,52282,gpcr,543.12,6.88
CCCc1c(c2c(n1C)ccc3c2CN4CCc5cc(ccc5C4O3)OC)C(=O)OCC,106224,gpcr,434.53,5.95
c1ccc2c(c1)c3ccccc3n2CC#CCN4CCN(CC4)CCO.Cl,1517762,gpcr,383.91,4.82
Cc1cccc(c1)NC(=O)N[C@H](CCC(=O)N2CCCC2)C(=O)N3CCC(CC3)C(=O)c4ccccc4,420658,gpcr,504.62,4.22
c1cc(ccc1CC(CC[C@H]2CCC(=O)N2CCCc3ccc(s3)C(=O)O)O)Cl,425243,gpcr,435.96,4.69
CC[C@H](c1ccc(o1)C)Nc2c(c(=O)c2=O)Nc3cccc(c3O)C(=O)O,562542,gpcr,370.36,-1.38
c1ccc2c(c1)ccc(n2)N3CCN(CC3)CCCON4C(=O)c5ccccc5C4=O,274566,gpcr,416.47,2.94
CC(c1ccccc1)C(=O)N2CCN(CC2)C(C#N)c3cccnc3,1192625,gpcr,334.41,1.93
CC(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)Cc2ccccc2)Cc3c[nH]c4c3cccc4)CCCCN)Cc5ccc6ccccc6c5)C(=O)N,577772,gpcr,922.13,4.27
CN(CCc1ccccn1)CCn2c(=O)c3c(n(c2=O)Cc4c(cccc4F)F)CCN(C3)Cc5ccccc5,235084,gpcr,545.62,1.51
c1cc(oc1)c2nc3nc(nc(n3n2)N)N4CCN5C[C@@H](CC[C@H]5C4)CNc6ncccn6,221359,gpcr,447.5,2.24
C[C@@H](C(=O)NCC(=O)N[C@@H](Cc1ccc(cc1)[N+](=O)[O-])C(=O)N[C@@H](CC23CC4CC(C2)CC(C4)C3)C(=O)N)NC(=O)[C@H](Cc5ccc(cc5)O)N,431895,gpcr,705.8,1.78
CC(C)[C@@]1(CC[C@H](C1)N[C@@H]2CCOC[C@@H]2COC)C(=O)N3CCN(CC3)c4cccc(c4)C(F)(F)F,1683072,gpcr,511.62,4.22
CN1CCC[C@@]12CCCC[C@@H]2N(C)C(=O)Cc3ccc(c(c3)Cl)Cl,1196071,gpcr,369.33,5.14
CCCCc1nc2ccccc2c3n1nc(n3)c4ccc(cc4)OC,341041,gpcr,332.4,6.07
c1ccc(cc1)CCNC(=O)c2ccc3c(c2)c4c([nH]3)[C@H]5[C@@]67CCN(C([C@@]6(C4)O)Cc8c7c(c(cc8)O)O5)CC9CC9,108083,gpcr,561.67,5.32
c1ccc(cc1)C[C@H]2C(=O)N3[C@@H](C[C@]4([C@@H]3Nc5c4cccc5)[C@]67C[C@H]8C(=O)N[C@H](C(=O)N8[C@H]6Nc9c7cccc9)Cc1ccccc1)C(=O)N2,504788,gpcr,664.75,5.26
c1ccc(cc1)c2cc(cc(c2)OC(=O)Nc3ccc(cc3)Cl)c4ccccc4,493132,gpcr,399.87,7.53
c1cc(ccc1S(=O)(=O)CCC(=O)Oc2ccc3c(c2)OCO3)Cl,1462372,gpcr,368.79,3.26
CC(C)(C)NC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc2ccc(cc2)F)NC(=O)[C@H]3CN(CCN3)C)C4CCCCC4.Cl,534699,gpcr,594.2,4.67
CCN(CC)CCCNc1nccc(n1)OCc2ccc(cc2Cl)Cl,195484,gpcr,383.32,4.71
CN1c2ccccc2-c3nc4ccccc4n3C1c5ccncc5,1419182,gpcr,312.37,4.94
CCc1ccc(cc1)CC(C)(C)NCC(c2ccc(c3c2OCC(=O)N3)O)O,567192,gpcr,384.47,2.83
c1ccc(cc1)CNCC2CCc3ccc4c(c3O2)nc([nH]4)O,93779,gpcr,309.36,3.97
CCOc1ccc2c(cc(nc2n1)c3ccccc3)O,97895,gpcr,266.29,3.14
c1ccc(cc1)c2cnc(nc2)Cn3cc(c(=O)c4c3c(ccc4)F)C(=O)O,591812,gpcr,375.35,2.19
c1cnc(nc1)N2CCN(CC2)C(=O)c3c(c(n(n3)c4ccc(cc4Cl)Cl)c5ccc(cc5)Cl)Cn6cncn6,597832,gpcr,594.88,5.94
CC1(C(=O)C=C(O1)C(=O)O)c2ccc(s2)Cl,424750,gpcr,258.68,2.31
CC(Cc1ccc2c(c1)OCO2)CN3CC4CCCCC4C(C3)C(=O)N5CCN(CC5)c6cccc(=O)n6C,1079799,gpcr,534.69,3.41
CN1CCc2c(sc(c2C(=O)NN)N)C1.Cl,593181,gpcr,262.76,1.27
Cc1ccc(n1c2cccc(c2)C(=O)O)c3ccccc3OCc4ccccc4,211776,gpcr,383.44,6.19
CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4c3c2ccc4)CC(=O)NC5CCCCC5,160762,gpcr,365.51,4.65
c1cc(c(cc1C2CNCc3c2ccs3)O)O,284609,gpcr,247.31,2.54
Cc1c(c(on1)NS(=O)(=O)c2c(ccs2)COc3ccc4c(c3)OCO4)Br,173557,gpcr,473.32,3.76
c1ccc2c(c1)cnc(n2)COc3cccc(c3)C(=O)O,408021,gpcr,280.28,2.51
Cc1c(c(nc(n1)c2ccc(cc2)Cl)/N=C/N(C)C)C(=O)C,1588397,gpcr,316.79,3.18
CC(c1ccccc1)NC(=O)CSc2nc3ccccc3c(n2)O,1529261,gpcr,339.41,4.04
Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](c3ccccc3)N(C)C)c4cccc(c4F)OC,361128,gpcr,523.55,3.47
CN[C@@H]1CCN(C1)c2ccc(cn2)n3ccc4cc(sc4c3=O)c5ccc(cc5)C(F)(F)F,512657,gpcr,470.51,4.39
CC(C)CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2nc(nc3NC)Cl)O)O,483975,gpcr,398.84,1.19
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1551,gpcr,392.57,3.97
c1ccc(cc1)C(=O)N/N=C\2/c3ccccc3N(C2=O)CCC4CCCCC4,514406,gpcr,375.46,5.39
c1ccc(cc1)CCCO[C@@]23CCC(=O)CC24CCN([C@@H]3Cc5c4c(ccc5)O)CC6CC6,325347,gpcr,445.59,5.84
c1ccc(cc1)C[C@@H](C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC2CCCCC2)NC(=O)c3csc(n3)[C@H](Cc4ccc(cc4)F)N,297091,gpcr,721.89,3.12
c1ccc2c(c1)COC(=O)N2C3CCN(CC3)S(=O)(=O)c4cccc5c4nccc5,366515,gpcr,423.48,3.1
COc1ccccc1N2CCN(CC2)CC/C(=N\O)/c3csc4c3cccc4,439978,gpcr,395.52,4.64
CCCc1nc2c(cc(nc2n1Cc3ccc(cc3)C4=C(C(=O)c5c4cccc5)C(=O)NS(=O)(=O)C)C)C,214840,gpcr,528.62,5.63
CCCC(=O)NCCNCC(COc1ccccc1)O,277633,gpcr,280.36,1.26
CCCCNC(=O)c1cn2c(c(n1)N)nc(n2)c3ccco3,426821,gpcr,300.32,1.85
CC(=O)N[C@H](Cc1ccc(cc1)F)C(=O)N2CCN(C(=O)[C@@H]2CCCN=C(N)N)[C@@H](Cc3ccc4ccccc4c3)C(=O)NC,384176,gpcr,617.71,2.69
c1cnc(nc1)N2CCN(CC2)CCc3ccc4c(c3)[nH]cn4,522639,gpcr,308.38,2.03
CC(C)C(=O)Nc1c(cc(c(c1F)C2CCN(CC2)CCCNC(=O)C(c3ccc(cc3)F)c4ccc(cc4)F)F)F,243578,gpcr,587.62,6.7
c1ccc(cc1)C[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)N)NC(=O)[C@H](Cc4ccc(cc4)Cl)NC(=O)c5cccs5,361578,gpcr,798.35,4.55
CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(=O)O)CC(C)C)C(c2ccccc2)c3ccccc3)Cc4c[nH]c5c4cccc5)[C@@H](C)CC,327360,gpcr,864.04,5.79
CCCN(CC)c1ccc(cc1)NC(=O)c2c(onc2c3c(cccc3Cl)Cl)C,178463,gpcr,432.34,5.53
c1cc(ccc1CN2CC3(CCN(CC3)CCc4c[nH]c5c4cc(cc5)F)OC2=O)F,122169,gpcr,425.47,4.88
c1ccc(c(c1)c2c3c(n[nH]2)C(=O)N(C3c4ccccc4F)Cc5ccco5)O,1386456,gpcr,389.38,5.31
CC(=O)c1ccc2c(c1)[C@@H]([C@H](C(O2)(C)C)O)NC(=O)c3ccc(c(c3)Cl)F,38918,gpcr,391.82,3.74
CN1[C@H](C(=O)N2[C@H](C1=O)C[C@@]3([C@H]2Nc4c3cccc4)[C@@]56C[C@H]7C(=O)N([C@H](C(=O)N7[C@@H]5N(c8c6cccc8)/C=C/c9ccccc9)Cc1ccccc1)C)Cc1ccccc1,501491,gpcr,794.94,8.85
CS(=O)(=O)Nc1ccccc1c2ccc(cc2)CO[C@H]3CC[C@@H]([C@H]3OC/C=C\CCC(=O)O)N4CCCCCC4,345396,gpcr,570.74,5.24
CCC(C(=O)OC)Sc1ccc2nnc(n2n1)c3ccc(cc3)F,1311002,gpcr,346.38,4.34
COc1ccc(cc1)[C@H]2[C@@H]([C@H](CN2CC(=O)Nc3c(cccc3Br)Br)c4ccc5c(c4)OCO5)C(=O)O,123926,gpcr,632.3,4.88
CNc1c2c(ncn1)n(cn2)C3CC4C(O3)COP(=O)(OP(=O)(OP(=O)(OP(=O)(O4)O)O)O)O,296960,gpcr,567.17,-2.73
Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC(=O)Nc5ccncc5.Cl,118923,gpcr,411.81,3.37
CCN[C@@H](Cc1ccc(cc1)O)CN[C@@H](Cc2ccc(cc2)O)CN[C@@H](Cc3ccccc3)CN4CCC[C@H]4CN[C@@H](CN[C@@H](CCSC)CN)[C@@H](C)O,215358,gpcr,764.12,4.15
CC(C)(C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N3CCC[C@]4(C3)CC(=O)c5ccccc5O4)N,275093,gpcr,488.58,3.69
c1ccc2c(c1)C=C(N3C2=NCC3)c4cccnc4,80505,gpcr,247.29,2.24
Cc1ccccc1NC(=O)CSc2nnc(n2Cc3ccco3)c4ccoc4C,1271761,gpcr,408.47,5.75
CCNC(=O)[C@@H]1[C@H]([C@H](C(O1)n2cnc3c2ncnc3NC(=O)Nc4nncs4)O)O,609810,gpcr,435.42,-0.56
CCCCCOC(=O)N1CCN(CC1)C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(cc(n2)c3ccccc3)N4CC[C@@H](C4)OCC(=O)N(C)C,590114,gpcr,680.79,2.54
c1ccc(cc1)c2c(oc(n2)NC(=O)c3ccc(cc3)F)c4ccccc4,1568277,gpcr,358.37,6.05
CC(C)(Cc1ccc(cc1)NS(=O)(=O)Nc2ccccc2)NC[C@@H](c3cccnc3)O,1194766,gpcr,440.56,2.59
COc1cc(c(cc1Br)OC)C(CN)OC,191051,gpcr,290.15,1.9
c1cc2ccc3ccc[n+](c3c2nc1)Cc4ccc(cc4)[N+](=O)[O-].[Br-],1379186,gpcr,396.24,6.31
COc1ccc(cc1)/C=C\2/CCC(C2=O)CN3CCOCC3.Cl,1700323,gpcr,337.84,3.49
c1ccnc(c1)C(CCNC(=N)NCCCc2c[nH]cn2)c3ccc(cc3)Br,59951,gpcr,441.37,4.11
CCC(=O)N(c1ccccc1)[C@@H]2CCN3C[C@H](c4ccccc4[C@@H]3C2)c5ccccc5,171255,gpcr,410.55,6.52
CC(C)Oc1ccccc1N2CCN(CC2)Cc3cccc(c3)CN4C(=O)CCCC4=O.C(CC(=O)O)C(=O)O,1161076,gpcr,553.65,4.04
CN/C(=N\S(=O)(=O)N1CCC(CC1)C(F)(F)F)/N2C[C@@H](C(=N2)c3ccc(cc3)Cl)c4ccccc4,1080545,gpcr,527.99,5.11
CC(=O)Nc1cccc(c1)N2CCN(CC2)CCCNc3nc4ccccc4n3c5ccc(cc5)F,1224228,gpcr,486.58,5.57
CCCCCc1cc2c(c(c1C(=O)O)O)[C@@H]3C=C(CC[C@H]3C(O2)(C)C)C,465718,gpcr,358.47,5.37
CCCCCCN1c2ccccc2/C(=N/NC(=O)Nc3ccccc3)/C1=O,457173,gpcr,364.44,4.62
CC1CC(CN(C1)CCOC(=O)Nc2cc(c(cc2OC)N)Cl)C,299408,gpcr,355.86,2.68
c1ccc(cc1)c2nc3ccc(cc3c(=O)n2CC(=O)NCC4CC4)OCCN,1224663,gpcr,392.45,1.57
Cc1c2c([nH]c1C(=O)OC)CC(CC2=O)c3cc(ccc3OC)OC,1583670,gpcr,343.37,3.07
CC(C)c1ccc(cc1)N2CCN(CC2)CCn3c(=O)c4c(c5ccccc5[nH]4)[nH]c3=O,100434,gpcr,431.53,1.2
COc1ccccc1C(C2CCCCN2C(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)N4CCC(CC4)N5CCCCC5,138770,gpcr,611.66,7.96
CN(C)CCCc1ccccc1,289199,gpcr,163.26,2.59
COc1ccc(cc1)S(=O)(=O)Cc2ccc(o2)C(=O)N3CCN(CC3)c4ccc(cc4)Cl,1407739,gpcr,474.96,3.8
Cn1c2c(c(=O)n(c1=O)C)n3ccc(nc3n2)CCCN4CCN(CC4)c5ccccc5,92066,gpcr,433.51,-0.31
c1ccc(cc1)C(c2ccccc2)(C34CC[N+](CC3)(CC4)CCO)O,1186059,gpcr,338.46,2.28
C[C@H](CNc1ccc(cc1)CC(=O)O)NC[C@@H](c2cccc(c2)Cl)O,154419,gpcr,362.85,2.62
CCCCc1ncc(n1Cc2ccc(cc2)C(=O)OC)/C=C\3/C(=O)N(C(=O)N3Cc4c[nH]cn4)CCCC,419058,gpcr,518.61,6.18
COc1ccc(cc1OC)CCNCC(COc2ccc(cc2)c3[nH]cc(n3)C(F)(F)F)O,366389,gpcr,465.47,4.13
c1cc(cc(c1)S(=O)(=O)c2ccc3c(c2)CCC[C@H]3CNS(=O)(=O)C(F)(F)F)F,1083481,gpcr,451.46,4.19
CCOc1ccccc1NC(=O)Cn2c(c(nn2)C(=O)NCc3ccco3)N,1613639,gpcr,384.39,0.77
C[N+]1(CCN(CC1)c2ccccc2)CCCC(c3ccccc3)(c4ccccc4)O.[I-],257547,gpcr,528.47,6.02
CC[N+](CC)(CC)CCOc1ccc(cc1)C(=O)NCCCCCC(=O)NNc2c3ccc(cc3nc4c2CCCC4)Cl.[Br-],540131,gpcr,689.13,7.05
Cc1cccc(c1)n2c3c(cn2)c(ncn3)NC4CCCCC4,1451617,gpcr,307.39,4.15
CC(C)Nc1c2c(c3c(n[nH]c3n1)N)CCN(C2)Cc4ccccc4,1097551,gpcr,336.43,3.79
c1cc2c(c(c1)N3CCN(CC3)CCOc4cccc5c4[nH]c(n5)C(F)(F)F)[nH]c(=O)[nH]2,452046,gpcr,446.43,1.83
CCOC(=O)c1cc(ccc1Cl)c2cc(nc(n2)OC)NCCc3ccc(cc3)OC,1644222,gpcr,441.91,5.13
c1ccc2cc(ccc2c1)S(=O)(=O)N3c4ccccc4CC3C(=O)NS(=O)(=O)c5cccs5,585765,gpcr,498.59,4.75
COc1ccccc1N2CCN(CC2)CC3CN=C4N3C(=O)c5ccccc5N4,323282,gpcr,391.47,1.91
COc1ccc2c(c1)C(=O)C(C(O2)C#Cc3ccccc3)O,149770,gpcr,294.3,3.02
c1ccc2c(c1)cc([nH]2)C(=O)NC/C=C/CN3CCN(CC3)c4cccc(c4Cl)Cl,1627323,gpcr,443.37,4.67
CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)CN1CCNC(=O)CCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C1=O)Cc2ccccc2)Cc3ccccc3)CCCN=C(N)N,319473,gpcr,951.15,-0.47
CN1C[C@H]2CCN([C@H]2C1)c3cccc(c3)c4ccccc4,563811,gpcr,278.39,3.75
CCCCCCC(C)(C)c1cc(c-2c(c1)OC(c3c2cc(cc3)C(=O)OC)(C)C)O,420173,gpcr,410.55,8.35
Cc1cnc(o1)c2ccc3c(c2)CCN(CC3)CCCSc4nnc(n4C)c5cc6ccccc6[nH]5,397429,gpcr,498.64,7.65
c1cc(ccc1CNC[C@@H]2C[C@@H]2c3c[nH]cn3)Cl,376954,gpcr,261.75,3.08
CCCCc1ncc(n1Cc2ccc(cc2)NS(=O)(=O)C(F)(F)F)/C=C\3/C(=O)NC(=O)N3CCCC,333322,gpcr,527.56,5.72
Cc1cccc(n1)NC(=S)NC(=O)c2cccs2,1584758,gpcr,277.37,2.2
CCc1nc2c(cc(nc2n1Cc3cc(c(c(c3)Cl)O)Cl)C)C,63144,gpcr,350.24,5.35
c1cc(ccc1CCOCCCS(=O)(=O)CCNCCc2ccc(c3c2sc(n3)O)O)Br,323169,gpcr,543.49,4.7
CCN[C@@H](Cc1ccc(cc1)O)CN[C@@H](Cc2ccc(cc2)O)CN[C@@H](Cc3ccccc3)CN[C@@H](Cc4ccccc4)CN[C@@H](CN[C@@H](Cc5ccc(cc5)O)CN)[C@@H](C)O,375136,gpcr,846.15,5.62
CC1CCCCC1NC(=O)[C@H]2Cc3c4ccccc4sc3CN2,118535,gpcr,328.47,4.41
Cc1cc(ccc1OC)S(=O)(=O)n2cnc3c2cc(c(c3)C)C,1605078,gpcr,330.4,4.7
CC(COc1ccc(cc1)OCC(=O)NCC=C)NCC(COc2ccccc2)O,52159,gpcr,414.49,2.48
c1cc2c(c(c1)Cl)CC3(CC2)COC(=N3)N,133231,gpcr,236.7,1.96
COc1ccc(cc1OC)CN2CCC(CC2)Nc3nc4ccccc4s3,391950,gpcr,383.51,5.23
c1ccc(c(c1)C2Cc3nccn3C2)F,511411,gpcr,202.23,3.01
CCOC(=O)Cc1c(nc(nc1O)c2ccccc2)C,1494756,gpcr,272.3,2.75
CCCCn1c2ccccc2n(c1=N)CC(COc3ccccc3)O,1311673,gpcr,339.43,3.28
CCOC(=O)c1ccc(cc1)NC(=O)CC2C(=O)N(C(=O)N2CCOC)c3cccc(c3)OC,1366257,gpcr,469.49,2.95
c1cc(oc1)Cn2c(nnn2)C(c3ccc(cc3)F)N4CCN(CC4)C5CCCCC5.Cl,1302395,gpcr,460.98,4.97
c1cc(ccc1CO[C@@H]2CC[C@]3(C4Cc5ccc(c6c5C3([C@H]2O6)CCN4CC7CC7)O)O)N=C=S,352224,gpcr,490.61,5.41
CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cn(n4)c5ccccc5)F,86380,gpcr,376.43,3.09
CCCN1CCCC(C1)c2ccc(c(c2)C)C,72630,gpcr,231.38,4.07
CN(C)CCSc1c(cc2ccccc2n1)c3ccccc3F,1192769,gpcr,326.43,5.03
c1cc(cnc1)/C(=C/CCCc2n[nH]nn2)/c3ccc(cc3)CCNS(=O)(=O)c4ccc(cc4)Cl,126185,gpcr,509.02,5.28
c1ccc(cc1)COc2ccc(cc2Oc3cccc(n3)C(=O)O)Cl,273145,gpcr,355.77,4.06
CCN1CCC2(C1)CCNC2.Cl,1305163,gpcr,190.71,1.47
c1cc(c2c3c1C[C@@H]4C5(C3(CCN4CC6CC6)C(O2)C(CC5)NC(=O)CNC(=O)CNC(=O)CCC(=O)NCC(=O)NCC(=O)NC7CCC8([C@H]9Cc1ccc(c2c1C8(C7O2)CCN9CC1CC1)O)O)O)O,266494,gpcr,995.13,0.56
c1ccc(cc1)C[C@@H](C(=O)NCCCN2CCOCC2)NC(=O)Nc3ccc(cc3)Oc4ccccc4,182104,gpcr,502.6,3.39
c1ccc(cc1)CCn2cnc3c2nc(nc3c4ccco4)N,194383,gpcr,305.33,3.64
CC(=O)NCCc1cn(c2c1cc(cc2)OC)Cc3ccccc3,34327,gpcr,322.4,4.63
c1cc(ccc1C2CC(c3c2ccc(c3)F)N4CCN(CC4)CCCCO)F.Cl.Cl,1203891,gpcr,459.4,6.07
c1ccc2c(c1)c(c3n2CCNCC3)C(=O)N,312222,gpcr,229.28,1.51
CC(C)Nc1ccc(c(c1O)CC(=O)NCc2ccc(cc2)C(=N)N)c3ccccc3,125585,gpcr,416.52,4.36
CCOCCNc1c2cnn(c2ncc1C(=O)OCC)CC(COc3ccccc3)Cl,1193448,gpcr,446.93,3.31
COc1ccc(cc1)Cc2c(=O)c3ccccc3n(c2C(=O)O)Cc4cc5c(cc4Br)OCO5,1204916,gpcr,522.34,4.31
COc1c2ccccc2cc(n1)c3ccccn3,340231,gpcr,236.27,2.74
CC(C)(C)c1ccc(cc1)/C=C/C(=O)Nc2ccc3c(c2)OCCO3,195789,gpcr,337.41,5.06
c1cc(ccc1CN2CC(C2)C(=O)O)c3nc(on3)c4ccc(cc4)C5CC5,371985,gpcr,375.42,4.04
CC(C)O/N=C(\CCN1CCN(CC1)c2ccccn2)/c3ccccc3,376639,gpcr,352.47,3.54
c1ccc-2c(c1)Cc3c2ccc(c3)C(=O)NCC(CCN4CCN(CC4)c5cccc(c5Cl)Cl)O,394862,gpcr,510.45,5.22
CC(C(=O)N(C[C@H]1CCCN1)c2ccc(cc2)NC(=O)C)Oc3ccccc3Cl,490010,gpcr,415.91,4.19
c1cn(c(=O)nc1N)[C@H]2CC[C@@H](O2)CO,1417865,gpcr,211.22,-1.82
c1cc(ccc1C#N)O[C@@H]2C[C@@H](NC2)C(=O)N3CCCN(CC3)C4CCC4,1095011,gpcr,368.47,2.12
CC(C)(C(=O)N[C@H](Cc1c[nH]c2c1cccc2)c3nnc(n3CCc4ccccc4)CCc5ccccc5)N,221996,gpcr,520.67,6.82
CCCCc1nn(c(=O)n1Cc2ccc(cc2)c3ccccc3S(=O)(=O)NC(=O)COCC)c4ccccc4C(F)(F)F,409058,gpcr,616.65,6.43
CC(C)C[C@@H](c1ccccc1N2CCN(CC2)C(=O)[C@H](C)Cc3ccc(cc3Cl)Cl)N,385274,gpcr,462.46,5.93
c1ccc(cc1)C[C@@H](CO)Nc2nc(c3c(n2)n(cn3)[C@@H]4C[C@@H]([C@H]([C@H]4O)O)n5cccn5)N,603614,gpcr,450.49,0.74
C1c2c(n[nH]c2C3C1C3)c4[nH]nnn4,1169573,gpcr,188.19,1.54
COc1ccccc1CN[C@H]2C3CCN(C2C(c4ccccc4)c5ccccc5)CC3,52220,gpcr,412.57,5.71
C[C@@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CCCNC(=N)N)CCCNC(=N)N)Cc2ccc3ccccc3c2,373440,gpcr,637.73,-0.7
CC(C)NCC(COc1ccc(cc1)CCCC(=O)OC)O,286894,gpcr,309.4,2.61
c1cc(sc1)CN(C(c2ccncc2)C(=O)NC3CCCC3)C(=O)c4csnn4,1303576,gpcr,427.54,2.58
CC(C(=O)N1C[C@@H]([C@H](C1)C(=O)N2CCN(CC2)C3(CCCCC3)CNCc4ccccc4)c5ccc(cc5)Cl)N,251698,gpcr,566.18,4.47
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,416789,gpcr,427.2,-3.34
CC(C)OCCn1/c(=N/C(=O)c2cccc(c2F)C(F)(F)F)/cc(n1C)C(C)(C)C,440407,gpcr,430.46,5.73
CC1C(=O)N(CC(=O)S1)C2CCCC2,350725,gpcr,213.3,2.1
COCc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5)C(=O)O,69144,gpcr,440.45,5.64
Cc1c2c3c(cccc3[nH]1)[C@H]4C[C@@H](CN([C@@H]4C2)C)NC(=O)C(C)(C)C,336390,gpcr,339.47,3.53
c1cc(oc1)c2nc3c4cnn(c4nc(n3n2)N)CCc5ccc(cc5)S(=O)(=O)N,23745,gpcr,424.44,2.73
