SMILES,ID,target_class,MW,XLogP
c1cc(ccc1c2ccc(c(c2)C(=O)N)N)F,231521,kinase,230.24,2.29
c1cc(ccc1c2cc3nc4c(c(n3n2)O)CCC4)F,1412005,kinase,269.27,3.27
COc1ccc(cc1)c2ccc(cc2)Cn3cc(c4c3ccc(c4)OCCc5ccc(cc5)O)CCN.Cl,1094196,kinase,529.07,8.49
Cc1cccc(c1)c2ccc3c(c2)c(ncn3)NCc4cccs4,1433941,kinase,331.43,5.41
c1ccc(cc1)CCN2c3ccccc3C(C2=O)(CC(=O)c4ccccc4O)O,1500377,kinase,387.43,4.0
COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3F)NC(=O)N4CCN(C4=O)N5CCCCC5,575712,kinase,509.53,3.11
COc1ccc(cc1OC)CCNC(=O)c2ccc(o2)c3cccc(c3)[N+](=O)[O-],1566396,kinase,396.39,4.14
c1ccc(c(c1)N)S/C(=C(\C#N)/C(=C(/N)\Sc2ccccc2N)/C#N)/N,100473,kinase,380.49,2.28
Cn1c2ccc(cc2nc1NC(=O)c3ccc(cc3)C#N)N(C)C(=O)C4CCCCC4,519697,kinase,415.49,5.74
Cc1cccc2c1/C(=C/c3c(c(c[nH]3)C)CCC(=O)O)/C(=O)N2,147761,kinase,310.35,2.74
Cc1ccc2cc([nH]c2c1)c3c4c(cccn4)[nH]n3,1288610,kinase,248.28,4.18
CC1=C(/C(=C/c2ccco2)/C(=O)N1c3ccc(c(c3)OC)OC)C(=O)OC,1402640,kinase,369.37,3.76
Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)CCCCCO,6199,kinase,427.49,5.84
CN1c2ccccc2/C(=C/c3nc4ccccc4c(=O)n3c5ccc(cc5)OC)/C1=O,1394032,kinase,409.44,4.16
CC(C)(C)NC(=O)NCCNc1nccc(n1)c2c(nc([nH]2)C3CC3)c4ccccc4Cl,257986,kinase,453.97,4.14
c1cc(cc(c1)Br)Nc2c3cc(ccc3ncn2)NC(=O)Cn4c(=O)ccs4,603266,kinase,456.32,2.89
c1cc2c(cc(c3c2c(c(cc3C(=O)O)O)O)[N+](=O)[O-])c(c1)O,599987,kinase,315.23,2.49
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)/C=C\2/C(=NOC2=O)c3cccs3,309613,kinase,383.5,7.53
Cc1c(c(c(n1NC(=O)c2cccnc2)C)C(=O)C)C(=O)C,1323851,kinase,299.32,2.49
CC(C)[C@@H](C(=O)O)NC(=O)NCc1ccc(cc1)F,1429337,kinase,268.28,1.37
c1cc(c(c(c1)O)C(=O)c2ccc(cc2)C(=O)OC3CCCC3NC(=O)c4ccc(cc4)O)C(=O)O,433361,kinase,489.47,3.82
c1cc(c(cc1F)F)Oc2cc3cnc(nc3n(c2=O)C4CCS(=O)(=O)CC4)NC5CCOCC5,1766503,kinase,506.52,1.52
c1ccc(c(c1)c2cc(c(c(n2)N)C#N)c3cccc(c3)NC(=O)C4CCC(=O)O4)O,173050,kinase,414.41,2.92
c1cc(ccc1CSC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl.[N+](=O)(O)[O-],1200348,kinase,460.76,6.96
COc1ccccc1c2nc3ccccc3c(n2)NCc4ccccc4,1516103,kinase,341.41,5.27
COc1ccccc1C2CCN(CC2)Cc3cccc(c3)[N+](=O)[O-],1409688,kinase,326.39,4.2
COc1ccc(cc1)S(=O)(=O)N2CCC(CC2)Nc3nccc(n3)c4ccc(cc4)Cl,1775226,kinase,458.96,3.8
Cc1ccc(c(c1)F)NC(=O)c2ccccc2Cn3ccc-4ncnc4c3,206403,kinase,360.38,4.38
COc1ccc(cc1)n2c(=O)c3ccccc3n(c2=O)CC(=O)Nc4cccc(c4)OC,1487344,kinase,431.44,1.39
COCCOc1cc2c(cc1OC)c(ncn2)NC3=CC(=O)C(=CC3=O)OCCOC,371551,kinase,429.42,1.15
Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)N(C)C)C)NC(=O)c4cc(cc(c4)F)N5CCOCC5,260759,kinase,531.58,4.09
c1cc(ccc1N/N=C/c2cc(ccc2O)Br)Br,69173,kinase,370.04,4.45
Cc1ccc(cc1)CNC(=O)c2ccc(cc2)Oc3ccccc3,199174,kinase,317.38,4.89
CCOc1cc2c(cc1NC(=O)/C=C/CN3CCC(CC3)(O)O)c(c(cn2)C#N)Nc4ccc(c(c4)Cl)OCc5ccccc5,362824,kinase,628.12,4.9
c1c2c(cc3c1OCCO3)sc(n2)N4CCCCC4,1468355,kinase,276.35,3.87
c1ccc2c(c1)c(nc(n2)N=C3C=CC(C=C3)CC#N)Nc4cc([nH]n4)C5CC5,2000377,kinase,381.43,4.72
Cc1cccc(c1NC(=O)c2cnc(s2)NC(=O)c3ccco3)Cl,128070,kinase,361.8,4.01
c1ccc(cc1)c2c(nc([nH]2)c3ccc(cc3)Br)c4ccccc4,84952,kinase,375.26,7.09
c1ccc2c(c1)cc(c(=O)o2)C(=O)CSC3=C(C4(CCCC4)C(C(=O)N3)C#N)C#N,1482369,kinase,419.45,1.72
CC(C)(COC)c1cc(n(n1)c2ccccc2)NC(=O)Nc3ccccc3,89154,kinase,364.44,4.67
COc1cc(cc(c1)Nc2nccc(n2)n3ccnc3c4ccccc4)C(F)(F)F,46696,kinase,411.38,6.02
CCN1CCN(CC1)S(=O)(=O)c2cc(c(cc2C)OC)C,1487039,kinase,312.43,1.44
Cc1cccc(c1Nc2c3cncn3c4c(n2)ccc(n4)N5CCOCC5)Cl,426805,kinase,394.86,3.97
CCNc1nc(nc(n1)N2CCCCC2)n3c(c(nn3)C(=O)OCC)C,1578860,kinase,360.41,2.31
Cc1ccc(cc1)N/N=c/2\c(nc3ccccc3[nH]c2=O)C,1453700,kinase,293.34,0.8
COc1ccc(cc1OC)Nc2nccc(n2)Nc3cc4ccccc4nc3,1760049,kinase,373.41,3.69
c1cc(c(cc1S(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])N3CCCCC3)[N+](=O)[O-])N4CCCCC4,1448548,kinase,474.53,4.34
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OC1C([C@@H](C(C(C1O)O)O)CO)O)OC,323313,kinase,614.75,2.94
CN(C)Cc1[nH]c(=O)c2c(n1)c3cc(ccc3s2)c4cc(cc(c4)Cl)F,583385,kinase,387.86,4.22
c1cc(ccc1CCNc2c3c(ncn2)n(cn3)[C@H]4[C@H]([C@H]([C@@H](O4)CO)O)O)N,1447417,kinase,386.41,-0.4
CCOc1cc2c(cc1NS(=O)(=O)C=C)c(c(cn2)C#N)Nc3ccc(c(c3)Cl)OCc4ccccc4,179969,kinase,535.01,5.13
CCOC(=O)N1CCC(CC1)Nc2ncc(c(n2)N)C(=O)c3ccccc3F,214025,kinase,387.41,2.45
Cc1ccccc1c2ccc3c(c2)c(ncn3)NCCOC,1446323,kinase,293.36,3.62
CC[n+]1c(ccc2c1ccc(c2)C)/C=C/c3c[nH]c4c3cccc4.[I-],1541861,kinase,440.32,8.64
c1csc2c1[nH]c(=O)n(c2=O)CCCCC(=O)NCC3CCCO3,1418284,kinase,351.42,-0.57
Cc1ccc(cc1NC(=O)c2ccc(cc2)OCc3cscn3)NC(=O)c4cccc(c4)N5CCOCC5,183630,kinase,528.62,4.65
COc1ccc(cc1)N2CCN(CC2)C3=CC(=O)N(C3=O)c4cccc(c4)Cl,1432555,kinase,397.85,3.38
COc1ccc(cc1)NC(=O)Nc2ccc(cc2)Oc3c4cc(c(cc4ncn3)OC)OC,179603,kinase,446.46,3.91
CSCCNC(=O)Cn1cc(cn1)CN2CCN(CC2)c3cc(c(cn3)Cl)C(=O)Nc4ccc5c(c4)-c6c(c(nn6c7ccc(cc7)F)C(=O)N)CC5,1669604,kinase,757.28,3.54
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,1336,kinase,464.82,3.67
c1ccc(cc1)c2ccc(cc2)S/C(=C(\C#N)/C(=C(\N)/Sc3ccc(cc3)c4ccccc4)/C#N)/N,95950,kinase,502.65,7.6
c1cc2c(cc1c3nccc(n3)c4cc5c([nH]4)C6(CCNCC6)CNC5=O)OCCCO2,1779347,kinase,431.49,2.77
CC1=C(C(N=C(N1)c2ccc(cc2)Cl)c3ccc(cc3)F)C(=O)Nc4ccc5c(c4)cn[nH]5,520848,kinase,459.9,6.19
c1ccc2c(c1)C(C(=N2)S)CCC(=O)N,155607,kinase,220.29,1.83
Cc1ccc(cc1Nc2ccnc3c2ccc(c3)c4csc(n4)C=O)O,237127,kinase,361.42,4.42
Cc1c(cc(cc1F)C(=O)NC2CC2)c3ccc(cn3)C(=O)N[C@H](C)C(C)C,1784174,kinase,383.46,3.76
c1cc(ccc1c2cnc3n2nc(cc3)NCC4CC4)C(=O)N(C[C@@H]5C[C@H](CN5)F)CC(=O)O,1669339,kinase,466.51,2.22
CC(C)CC(=O)N1CCN(CC1)Cc2cc(c(c(c2)OC)O)OC.C(=O)(C(=O)O)O,1580209,kinase,426.46,0.94
C=CC(=O)Nc1ccc2c(c1)c(c(cn2)C#N)Nc3cccc(c3)Br,281300,kinase,393.24,3.73
CN(C)C/C=C/C(=O)Nc1ccc2c(c1)c(ncn2)Nc3ccc(cc3F)Br,242131,kinase,444.3,3.82
CCC(C)[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)O)NC(=O)[C@H](CS)NC(=O)C,379120,kinase,878.05,0.15
c1cc(oc1C(=O)NCCC2=CCCCC2)Br,1400183,kinase,298.18,4.31
c1ccc(cc1)c2ccccc2Nc3ccc(=O)n(n3)c4ccccc4Cl,375138,kinase,373.83,4.6
CN(C(=O)OCCCl)/N=N/c1ccc2c(c1)c(ncn2)Nc3cccc(c3)Cl,570918,kinase,419.26,3.32
CC1CCN(CC1)c2cc(ccc2NC(=O)c3ccc(o3)C#N)N4CCN(CC4)S(=O)(=O)C,254910,kinase,471.57,1.65
CS(=O)(=O)c1c(c2c(cc(nc2s1)c3cccs3)c4ccccc4)N,1406204,kinase,386.51,4.82
Cc1cccc(c1)Nc2nccc(n2)c3c[nH]c4c3cccn4,214819,kinase,301.35,3.5
c1cc(ccc1c2c(c([nH]n2)C3CCN(CC3)[C@H]4CCC[C@@H]4O)c5ccncn5)Cl,1089172,kinase,423.94,4.5
Cc1cc(n[nH]1)Nc2c3cccn3nc(n2)N4CCN(CC4)C(=O)Cc5ccc(cc5)OC,1682385,kinase,446.5,4.56
COc1ccc(c(c1)OC)/C=C/C(=O)Nc2cc(ccn2)c3c(nc([nH]3)[S+](C)[O-])c4ccc(cc4)F,572006,kinase,506.55,4.97
Cn1c2ccccc2c3c1c4c(c5cc(ccc5n4CC(CN(C)C)O)OC)c6c3C(=O)NC6,345639,kinase,456.54,5.3
c1ccc(cc1)Oc2ccc(cc2)NC(=O)N3CCN(CC3)c4c5cc(ccc5ncn4)[N+](=O)[O-],99635,kinase,470.48,3.94
CC(C)[C@@H](C)Nc1cc(ccn1)c2c(nc([nH]2)[S@@](=O)C)c3ccc(cc3)F,1773515,kinase,386.49,3.81
c1cc(ccc1NC(=S)NCc2c(ncc(n2)Cl)N)Cl,1783569,kinase,328.22,1.98
Cc1c(nc(o1)c2cccc3c2cccc3)CN4CCN(CC4)c5c6ccccc6ncn5,1325227,kinase,435.52,5.37
c1ccc(cc1)Nc2nccc(n2)Nc3cc4ccccc4cc3C(=O)O,244581,kinase,356.38,4.14
c1cc(c(c(c1)F)NC(=S)n2c(nc(n2)Nc3ccc(cc3)S(=O)(=O)N)N)F,261720,kinase,425.44,2.78
Cc1cc(on1)c2c(c3cc(ccc3[nH]c2=O)Cl)C4CCCCC4,270783,kinase,342.82,3.25
c1ccc2c(c1)CCN2C3=C(C(=O)NC3=O)c4ccc(cc4)Cl,156524,kinase,324.76,3.38
Cc1cccc(c1)CNc2c3ccccc3nc(n2)c4cccnc4,1434882,kinase,326.39,4.28
Cc1cc(cc(c1O)C)C=C2C(=O)C=CC2=O,437612,kinase,228.24,2.23
CC(C)n1c2c(c(n1)c3ccc(c(c3)Cl)Cl)c(ncn2)N,1785012,kinase,322.19,3.92
c1ccc2c(c1)/C(=C\c3ccc(cc3)C(O)O)/C(=O)N2,318303,kinase,267.28,2.14
Cc1ccc(cc1Nc2nccc(n2)c3cncnc3)NC(=O)c4ccc(c(c4)C(F)(F)F)CN5CC[C@@H](C5)CN(C)C,383710,kinase,590.64,4.37
CCOC(=O)c1c(c([nH]c1C)C(=O)Nc2ccc3c(c2)OCO3)C,1306966,kinase,330.34,2.54
c1ccc(c(c1)CNC(=O)c2cc3cc(ccc3[nH]2)O)O,144193,kinase,282.29,2.86
CC1(Cc2c(sc3c2c(nc(n3)SCC(=O)N4CCOCC4)N)CO1)C,1374179,kinase,394.51,2.4
c1ccc(cc1)COc2cccnc2N,194009,kinase,200.24,2.0
c1ccc(c(c1)N)S/C(=C(\C#N)/C(=C/2\Nc3ccccc3S2)/C#N)/N,95905,kinase,363.46,3.21
Cn1c2c(cc(c1=O)Oc3ccc(cc3F)F)cnc(n2)NC(CCO)CCO,1090089,kinase,406.38,0.69
Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(ncn3)N4CCOCC4)Cl,189649,kinase,430.91,3.36
c1ccc2c(c1)c3c4c(c-5c(c3n2CCO)CCc6c5ccc(c6)OCCO)C(=O)NC4,459308,kinase,428.48,4.02
CC(=O)N1CCN(CC1)C(=O)c2cc(ccc2[N+](=O)[O-])CSc3cnc(s3)NC(=O)c4ccc(cc4)N(C)C,381107,kinase,568.67,5.1
Cc1c(cn2c1c(ncn2)Nc3ccc(c(c3)O)C(C)C)C(=O)OC,359507,kinase,340.38,4.06
c1ccc(cc1)c2ccc3nnc(n3c2)Cc4ccc(cc4)O,496101,kinase,301.34,5.19
CN(C)c1ccc(cc1)c2[nH]c3c(n2)cc(cn3)c4cccc(c4)O,237361,kinase,330.38,4.54
COc1cc(ccc1O)/C=N/NC(=O)Cc2nnc(s2)NC(=O)c3ccc(cc3)[N+](=O)[O-],1164106,kinase,456.43,3.62
c1ccc(cc1)Nc2cncc(n2)Cl,448853,kinase,205.64,2.11
COc1ccc(c(c1)OC)NCc2ccc(s2)[N+](=O)[O-],1477979,kinase,294.33,3.49
C=CCN\1C(=CS/C1=C(/C#N)\c2nnc(n2c3ccccc3)N4CCOCC4)c5ccc(cc5)Br,1625017,kinase,547.47,6.67
CN1CCC(CC1)N(C)c2ccc3nnc(n3n2)c4cccc(c4)C(F)(F)F,521850,kinase,390.41,4.35
c1cc(c(cc1C(=O)OCCCCCCCOC(=O)c2ccc(c(c2)O)O)O)O,1165527,kinase,404.41,4.08
CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)Oc3cccc(c3)C(=O)N(C)C,414639,kinase,422.48,4.5
CCOC(=O)c1cccc(c1)NC(=O)Nc2cc(ccc2OC)OC,1338771,kinase,344.36,2.78
CC(=O)N(CCN(c1ccc2ccc(cc2c1)S(=O)(=O)Nc3ccc(c(c3)C(=O)O)Cl)C(=O)C)c4ccc5ccc(cc5c4)S(=O)(=O)Nc6ccc(c(c6)C(=O)O)Cl,453957,kinase,863.74,7.15
CN1C[C@@H]2C[C@H]1CN2c3cccc(c3)c4ccnc5n4nc(c5c6cccc7c6cn[nH]7)c8ccncc8,1276968,kinase,498.58,5.41
CCOc1ccc(cc1)Nc2c(c(c(c3n2ncc3)C#N)NCCCN)C,584101,kinase,364.44,3.24
CCCCOC(=O)CCCN1C(=O)/C(=C\2/C(=O)N(C(=S)S2)CCCC(=O)OCCCC)/SC1=S,1403245,kinase,546.74,5.68
CC(C)(C)c1c/c(=[NH+]\C(=O)Nc2ccc(cc2)Cl)/n([nH]1)c3ccccc3,2000321,kinase,370.88,7.11
c1cc(c(c(c1)O)C(=O)c2c(cc(cc2O)C(=O)NC[C@@H]3CCC[C@H]3NC(=O)c4ccc(cc4)O)O)C(=O)O,293500,kinase,534.51,2.72
Cc1cc2ccn(c2c3c1c4c(c5ccc(cc5[nH]4)F)c6c3C(=O)NC6=O)C,308541,kinase,371.36,5.78
c1c(nc(nc1O)SCC(=O)Nc2c(c3c(s2)CCCCCC3)C#N)N,1450384,kinase,389.5,3.67
c1ccc2c(c1)c-3nc[nH]c(c3n2)Nc4cccc(c4)Br,1195610,kinase,339.19,4.82
Cc1c(sc2c1c(=O)n3c(n2)c4ccccc4c(n3)NCc5ccco5)C,1533452,kinase,376.43,3.4
Cc1cc(no1)NC(=O)COC(=O)c2c3ccccc3n[nH]2,1542195,kinase,300.27,1.97
COc1cccc(c1)c2cn(c3c2c(ncn3)N)c4ccc(cc4)C(=O)O,317693,kinase,360.37,3.66
CC(C)CCc1ccc(s1)c2cnc3ccccc3n2,65927,kinase,282.4,4.47
CC(=O)N1CCN(CC1)c2cc(ccn2)c3cc4c(nc3)NCCN4Cc5cc(ccc5C(F)(F)F)Cl,1163565,kinase,530.97,4.29
CN(C)C/C=C/C(=O)Nc1cc2c(cc1OC)ncc(c2Nc3ccc(c(c3)Cl)NCNc4ccccc4)C#N,178096,kinase,556.06,4.42
c1ccc2c(c1)c3ccncc3[nH]2,275224,kinase,168.19,2.74
CCS(=O)(=O)c1ccc2c(c1)/C(=C/c3c(c4c([nH]3)CCCC4)CCCN(C)C)/C(=O)N2,59042,kinase,441.59,3.66
Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)NC(=O)C4CCCC4,479258,kinase,376.49,5.21
Cc1cc(ccc1Oc2c(cccn2)c3ccnc(n3)NC)NC(=O)c4cccc(c4)C(F)(F)F,1242977,kinase,479.45,4.94
CCN(CC)C(=O)c1cc2c(s1)c(ccn2)Oc3ccc(cc3F)NC(=S)NC(=O)Cc4ccccc4,402504,kinase,536.64,5.69
COc1ccc(cc1O)CN/C=C\2/c3cc(ccc3C(=O)NC2=O)I,489245,kinase,450.23,3.34
CC(C)c1cc(n(n1)c2ccccc2)NC(=O)Nc3ccccc3,88096,kinase,320.39,4.25
c1cc[n+]2c(c1)cc(c3c2cc(cc3)Cl)N,1181508,kinase,229.68,4.62
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)C(F)(F)F)I,131083,kinase,461.22,6.15
Cc1ccc(cc1)NC(=O)CSc2nnc(n2C)c3ccc(cc3)OC,1558709,kinase,368.45,4.94
CN(C)C(=O)CCc1ccc2c(c1)NC(=O)c3ccc(cc3N2)c4cccc(c4)OC,559425,kinase,415.48,4.64
Cc1cnc(nc1c2cc([nH]c2)C(=O)N[C@@H](CO)c3ccccc3)Nc4ccccc4,570367,kinase,413.47,3.51
CCN(CC)CCOc1ccc(cc1)c2cc(c(s2)NC(=O)N)C(=O)NC3CCCNC3,518661,kinase,459.6,3.08
CCN1CCN(CC1)C(=O)CCc2ccc3c(c2)sc4n3cc(n4)c5ccc(cc5)NC(=O)Nc6cc(on6)C(C)(C)C,574576,kinase,599.75,6.8
CNC(=O)c1cc(ccn1)Oc2ccc3c(c2)nc(o3)Nc4ccc(c(c4)OCC5CCNCC5)Cl,425672,kinase,507.97,4.72
Cc1c[nH]c2c1c(ncn2)N3CCN([C@@H](C3)C)C(=O)Nc4cccc(c4)Br,571502,kinase,429.31,3.44
Cc1c2cnc(nn2c(n1)c3ccccc3)Nc4ccccc4,487976,kinase,301.35,4.86
c1cc(ccc1C(F)(F)F)NC(=O)c2nnnn2CCc3ccncc3,234205,kinase,362.31,1.88
Cc1ccc(cc1O)Nc2c3cc(cn3ncn2)C,184750,kinase,254.29,3.3
CC(C)c1c(c([nH]n1)Cl)c2ccnc(n2)Nc3ccc(cn3)N4CCNCC4,1230170,kinase,398.89,3.29
c1ccc2c(c1)c3c4c(c5c6ccccc6n7c5c3n2CC[C@H]([C@H](CC7)O)O)C(=O)NC4,558241,kinase,425.48,5.19
CC(=O)OCCCOc1cc(c2c3c1c(ccc3NC2=O)F)c4ccc[nH]4,82020,kinase,368.36,3.96
C[C@@]12CCC=C[C@H]1[C@@H](N(C2=O)Cc3ccccc3)c4cc(ccc4OC)c5ccc(cc5)N(C)C,1580269,kinase,466.61,6.92
CC(=O)Nc1nc(cs1)Cc2nnc(n2NC(=O)c3ccc(cc3)Cl)SCC(=O)N/N=C/c4ccccc4,232864,kinase,569.06,6.73
COc1cc(ccc1Nc2nccc(n2)c3c(nc4n3cccc4)c5cccc(c5)C(=O)Nc6c(cccc6F)F)N7CCC(CC7)N8CCN(CC8)S(=O)(=O)C,507714,kinase,793.88,5.47
c1ccc(c(c1)C(=O)c2ccc(cc2)Nc3ccc(cc3F)F)Cl,120066,kinase,343.75,5.62
c1cc2c(cc1O)c3c([nH]2)cc(c4c3C(=O)NC4=O)C5CCNC5,377204,kinase,321.33,2.53
c1cc(ccc1C(=O)N/N=C\2/c3cc(ccc3N(C2=O)CN4CCOCC4)Cl)O,1779094,kinase,414.84,2.57
Cc1ccc(cc1)S(=O)(=O)CC(=O)Nc2ccc3c(c2)sc(n3)SCCNC(=O)OCC=C,567765,kinase,505.63,4.38
C[C@@H](c1ccccc1)Nc2cc(ccn2)Nc3nccc(n3)c4ccc(cc4)c5[nH]nnn5,255641,kinase,435.48,4.68
c1ccc(cc1)c2c3c(c(c(=O)[nH]c3sc2[N+](=O)[O-])C#N)O,427700,kinase,313.29,2.08
Cc1c2c(c3cc(ccc3nc2OCCCN)Cl)n[nH]1,446715,kinase,290.75,3.46
c1cc(cc(c1)C(F)(F)F)CNc2nc3c(c(n2)NCc4ccc(cc4)[N+](=O)[O-])nc[nH]3,467591,kinase,443.38,4.93
c1cc(cc(c1)F)COc2ccc(cc2Cl)Nc3c(cncn3)C#Cc4cccc(n4)CO,204570,kinase,460.89,4.72
COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4cccc5c4OCO5,171125,kinase,438.48,2.64
COc1ccc(cc1OC)CN2C(C(=O)N(C2=O)c3ccccc3)CC(=O)Nc4ccccc4,1353487,kinase,459.49,4.43
CC1CNC(=O)c2c1c3cc(ccc3[nH]2)C(=O)NCc4ccccc4,247305,kinase,333.38,3.25
Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OC[C@H](Cc4ccc(c(c4)C(F)(F)F)F)N,226627,kinase,444.42,5.49
CSc1ncc2cc(c(nc2n1)c3ccc(cc3)CNCCc4nc([nH]n4)c5ccccc5)c6ccccc6,252261,kinase,529.66,8.35
Cc1ccc(cc1c2ccc3c(c2)cnc(n3)NC)C(=O)Nc4ccc(cc4)OC5CCN(CC5)C,427226,kinase,481.59,5.22
COCCN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccn(c4n3)C5CCCCC5,214913,kinase,434.58,4.42
c1cc(oc1)c2c(nc3cc(ccc3n2)NC(=O)N4CCCCCC4)c5ccco5,1566165,kinase,402.45,4.22
c1cscc1c2cc3cc4c(cc3nc2)OCO4,69378,kinase,255.29,3.69
CCOc1ccc(cc1)Nc2nc3ccccc3c(n2)NCC4CCCO4.Cl,1351158,kinase,400.9,5.28
Cc1cc(c2c(c(sc2n1)C(=O)N)N)COc3ccc(cc3)C(=O)N,207238,kinase,356.4,1.43
CC[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCCC[C@H]1c2cccc(c2)Cl)NC(=O)c3ccc(cc3)CNc4nccs4,381053,kinase,624.24,7.51
c1ccc2c(c1)CCN2C(=O)C(=O)c3c[nH]c4c3cc(cc4)F,551612,kinase,308.31,3.69
c1cc(ccc1C(F)(F)F)Nc2c3ccc(c(c3on2)C(=O)Nc4cncnc4)Cl,490408,kinase,433.77,3.91
CN1CCN(CC1)Cc2ccc(nc2)c3cc4c(s3)c(c(cn4)C#N)Nc5cc(c(cc5Cl)Cl)OC,373101,kinase,539.48,4.51
c1ccc2c(c1)cc(s2)c3cc(cc4c3[nH]nc4)c5cn(c6c5nc(nc6)N)CCCCN,591329,kinase,453.56,6.91
C/C(=N\Nc1c(cc(c(n1)Cl)Cl)Cl)/c2ccc(cc2)S(=O)(=O)NCc3ccco3,1386992,kinase,473.76,5.07
Cc1cccc(c1)Nc2ncc(c(n2)Nc3ccc4c(c3)nc[nH]4)C(F)(F)F,444874,kinase,384.36,5.12
Cc1ccc2c(c1)c3cccc4c3n2CCN4CCC(=O)N,1470281,kinase,293.36,3.66
COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)NC(=O)Nc4ccc(cc4F)F,360526,kinase,451.42,4.35
Cc1cccc2c1nc(s2)N(CCN(C)C)C(=O)/C=C/c3cccs3.Cl,1336346,kinase,407.98,6.73
Cc1cc(ccc1/C=C\2/C(=O)N(C(=S)N2)C)N3CCCC3,1558301,kinase,301.41,2.86
CCOc1ccc(cc1)NS(=O)(=O)c2ccc(c(c2)C(=O)NCCCn3ccnc3)C,1581610,kinase,442.53,3.56
CN1CCN(CC1)C(=O)c2ccc(cc2)c3cc4c(c[nH]c4nc3)c5cccc(c5)NC(=O)Nc6ccc(cc6F)C(F)(F)F,554148,kinase,616.61,6.33
c1ccc2c(c1)c(cc(n2)Cl)NC(=O)Nc3cccc(c3)c4ncccn4,1254383,kinase,375.81,3.8
CCCC(=O)OCCNc1cc(c2c(c1[N+](=O)[O-])non2)SCc3ccco3,1404559,kinase,406.41,2.91
c1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OCCN5CCCC5)NCCC6CCNCC6,247469,kinase,511.66,6.04
CC(=O)c1ccc2c(c1)c3c4c(c-5c(c3[nH]2)CCc6c5cn(n6)C)C(=O)NC4,404497,kinase,370.4,3.98
CN1CCC(CC1)N(C)c2c3ccccc3nc(n2)c4ccccc4,1535204,kinase,332.44,4.36
CC1(CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(C[C@H]([C@H]6[C@]5(COC(=O)c7cc(c(c(c7-c8c(cc(c(c8O)O)O)C(=O)O6)O)O)O)CO)O)C)C)C2C1)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C,269557,kinase,969.03,1.96
CCN(C)C(=O)O[C@@H]1C[C@H](NC1)C#Cc2cc3c(s2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,517585,kinase,580.07,6.82
CC(C)Oc1cc(cc2c1c(ncn2)Nc3c(ccc(n3)OC)Cl)OCCCN4CCOCC4,200231,kinase,487.98,3.97
CCC[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)O)NC(=O)[C@H](CCCNC(=N)N)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)N,1090003,kinase,917.11,-3.11
c1cc2c(cc1CN3CCC(CC3)F)cc([nH]2)c4cc5cc(ccc5[nH]c4=O)c6c[nH]nc6,220956,kinase,441.5,4.73
c1ccc(cc1)c2ccc(cc2)NC(=O)c3ccccc3Cn4ccc-5ncnc5c4,382478,kinase,404.46,5.91
c1ccc(cc1)C[C@@H](C(=O)N2CCC(CC2)Nc3ccc4c(c3)cn[nH]4)N,240889,kinase,363.46,3.58
CCCc1nc2c(c(=O)c3ccccc3s2)c(=O)n1Cc4ccc(cc4)OC,1481667,kinase,392.47,3.08
c1cc2c(cc1O)OC3C=C(C(=C(C3C2C(C#N)C#N)N)C#N)N,369332,kinase,319.32,-0.28
Cc1c(n2ccccc2c1C(=O)Nc3ccc(cc3)Cl)CCc4ccncc4,1429930,kinase,389.88,5.58
CC(=O)NCC1CCC(CC1)CNc2c(cnc(n2)NCc3ccccc3Cl)[N+](=O)[O-],428405,kinase,446.93,4.05
